,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
3503,3524,gene-ACX60_RS17900_ACX60_RS17900,0.980946067300631,0.0190539326993688,-1.06209168262274,-1.06214318467532,771.39866477638,547.471623588398,570.527959209256,603.935626655444,745.147262005978,657.730447432371,A1S_0036,(),bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,WP_000080757.1,3800690,3801403,NZ_CP012004.1,Shared
3504,3525,gene-ACX60_RS17905_ACX60_RS17905,0.938232130345257,0.0617678696547434,1.1309956726401198,1.1311177312704592,733.166077892419,518.765246321591,650.508514238591,580.333544694197,552.459995338971,549.114410241705,A1S_0035,(),HAD-IA family hydrolase,WP_000973875.1,3801400,3802101,NZ_CP012004.1,Shared
3505,3526,gene-ACX60_RS17910_ACX60_RS17910,0.987464539828612,0.012535460171388,-1.07264758666274,-1.0726609677377,1639.50328461219,3552.41418676742,3316.52701521642,3648.60419965634,2752.867732872,2725.20654423527,A1S_0034,(),YciK family oxidoreductase,WP_000877608.1,3802167,3802913,NZ_CP012004.1,Shared
3506,3527,gene-ACX60_RS17915_ACX60_RS17915,,,-1.67785637226965,-1.67860982741758,401.067332998409,441.873164356928,566.973267874619,710.83917436227,792.982212821913,862.894073236964,A1S_0033,(),RcnB family protein,WP_000732887.1,3803131,3803541,NZ_CP012004.1,Shared
3507,3528,gene-ACX60_RS17920_ACX60_RS17920,5.953948445380769e-11,0.999999999940461,-3.55636301068984,-3.59546830917166,14.9931713270433,35.8829715835092,51.5430243522381,94.408327844989,144.178584149439,129.735822199963,A1S_0032,(),RcnB family protein,WP_000724538.1,3803764,3804084,NZ_CP012004.1,Shared
3508,3529,gene-ACX60_RS17925_argA,0.976608416858192,0.0233915831418079,1.0670262855074972,1.067135375906037,386.823820237718,279.887178351372,360.801170465667,310.992138783493,313.958972960927,337.916560148741,A1S_0031,argA,amino-acid N-acetyltransferase,WP_001142457.1,3804205,3805560,NZ_CP012004.1,Shared
3509,3530,gene-ACX60_RS17930_ACX60_RS17930,0.879002505314984,0.120997494685016,-1.45714962064507,-1.47265890874495,14.2435127606912,19.4793274310479,12.4414196712299,15.2719353866894,19.5382193473539,33.1882335860371,A1S_0030,(),sulfonate ABC transporter substrate-binding protein,WP_001173275.1,3805894,3806862,NZ_CP012004.1,Shared
3510,3531,gene-ACX60_RS17935_ACX60_RS17935,1.0,4.9428232602864504e-17,-1.34791467665016,-1.3549974264148,27.7373669550302,22.5550107096344,26.6601850097783,40.262375110363,32.3391216783788,31.6796775139445,A1S_0029,(),sulfonate ABC transporter substrate-binding protein,WP_001164659.1,3806934,3807917,NZ_CP012004.1,Shared
3511,3532,gene-ACX60_RS17940_ssuD,1.0,1.3615176771141301e-17,1.0942888243901785,1.0959669889842205,36.7332697512562,34.8577438239804,24.8828393424598,23.6020819612473,28.9704631702143,35.451067694176,A1S_0028,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,WP_000689552.1,3807944,3809119,NZ_CP012004.1,Shared
3512,3533,gene-ACX60_RS17945_ssuC,0.966168935151514,0.0338310648484856,-1.06816111309226,-1.07069943218563,17.2421470260998,19.4793274310479,5.33203700195566,13.8835776242631,10.7797072261263,20.36550697325,A1S_0027,ssuC,aliphatic sulfonate ABC transporter permease SsuC,WP_000031022.1,3809116,3809913,NZ_CP012004.1,Shared
3513,3534,gene-ACX60_RS17950_ACX60_RS17950,1.0,1.71588456235303e-17,1.076871226474505,1.0786039069301643,29.2366840877345,29.7316050263362,15.996111005867,22.2137241988209,20.8856827506196,26.3997312616204,A1S_0026,(),ATP-binding cassette domain-containing protein,WP_000183286.1,3809927,3810727,NZ_CP012004.1,Shared
3514,3535,gene-ACX60_RS17955_ACX60_RS17955,0.256729588122385,0.743270411877615,-1.3514356560103,-1.35173702985346,467.786945403752,654.095310579397,705.606229925466,798.305713395128,935.813333568086,736.175363181186,A1S_0025,(),TetR/AcrR family transcriptional regulator,WP_001186827.1,3810988,3811608,NZ_CP012004.1,Shared
3515,3536,gene-ACX60_RS17960_ACX60_RS17960,0.909829351948726,0.0901706480512735,-1.22950454473759,-1.2308270676783,107.950833554712,76.8920819646627,87.0899376986092,77.7480346958733,121.945437995553,135.015768452287,A1S_0024,(),5'-nucleosidase,WP_001090743.1,3811643,3812209,NZ_CP012004.1,Shared
3516,3537,gene-ACX60_RS17965_ACX60_RS17965,0.98851476115107,0.0114852388489296,-1.07493750626754,-1.07573549830776,53.975416777356,52.2866157359706,40.8789503483268,51.3692372097734,64.6782433567576,42.2395700185927,A1S_0023,(),TDT family transporter,WP_000828377.1,3812290,3813423,NZ_CP012004.1,Shared
3517,3538,gene-ACX60_RS17970_ribF,0.800368992366946,0.199631007633054,-1.15447350056022,-1.15464274014013,417.559821458157,545.421168069341,467.44191050478,494.255363423766,584.125385315717,573.251307395186,,ribF,bifunctional riboflavin kinase/FAD synthetase,WP_000771825.1,3813632,3814633,NZ_CP012004.1,Shared
3518,3539,gene-ACX60_RS17975_ileS,0.923284827058034,0.0767151729419657,-1.20646929664052,-1.20649857220733,2578.0758096851,3718.50108381109,4756.17700574445,4674.60058608938,4309.86169534561,4350.67571191504,A1S_0020,ileS,isoleucine--tRNA ligase,WP_001281039.1,3814695,3817532,NZ_CP012004.1,Shared
3519,3540,gene-ACX60_RS17980_lspA,0.844759991343203,0.155240008656797,1.1929644348071864,1.1931715654635933,523.261679313813,649.994399541282,568.750613541937,472.041639224945,449.379044989139,538.554517737056,A1S_0019,lspA,signal peptidase II,WP_001133879.1,3817525,3818055,NZ_CP012004.1,Shared
3520,3541,gene-ACX60_RS17985_ACX60_RS17985,1.0,3.27907305643883e-18,1.0242766375147039,1.0242991538970962,567.491534728591,606.934833641071,556.309193870708,570.615040357213,563.91343426673,555.148634530075,A1S_0018,(),peptidylprolyl isomerase,WP_000136002.1,3818057,3818539,NZ_CP012004.1,Shared
3521,3542,gene-ACX60_RS17990_ACX60_RS17990,,,1.48836968679957,1.4886783447152996,1351.63439513296,1166.70919034381,1173.04814043025,1091.24920126708,677.100360141056,711.284187991659,A1S_0017,(),NAD(P)H-dependent oxidoreductase,WP_000964178.1,3818674,3819216,NZ_CP012004.1,Shared
3522,3543,gene-ACX60_RS17995_ACX60_RS17995,0.862120217307663,0.137879782692337,1.3310460500670904,1.333525727732726,128.941273412573,78.9425374837203,71.0938266927422,55.5343104970524,77.4791456877825,76.182081640676,,(),ankyrin repeat domain-containing protein,WP_049594894.1,3819262,3819612,NZ_CP012004.1,Shared
3523,3544,gene-ACX60_RS18000_rrf,0.0502968259788186,0.949703174021181,-10.9889312373679,-12.9347361183546,3.12607622168854,3.41400843923102,1.4751969038744,8.78830463615854,9.88364406295452,85.3616453393595,,,,,,,,Shared
3524,3545,gene-ACX60_RS18005_ACX60_RS18005,0.506324243385913,0.493675756614087,-12.2279643966268,-12.2289381108565,6450.43713417722,7697.4100185425,3923.49056060571,9666.67694171279,8726.84673125085,202600.083671823,,,,,,,,Shared
3525,3547,gene-ACX60_RS18015_ACX60_RS18015,0.999999999999993,7.0295458378329304e-15,-1.07170995638038,-4.81781297591972,0.0,0.0,0.0,0.0,0.114534389277592,0.0,,,,,,,,Shared
3526,3548,gene-ACX60_RS18020_ACX60_RS18020,0.0664774225334103,0.93352257746659,-22.6383786039175,-22.6437424808507,1112.99558370607,3643.32113220484,1565.84153290765,4769.9391136352,4422.59722097984,133965.436287093,,,,,,,,Shared
3527,3549,gene-ACX60_RS18025_ACX60_RS18025,0.968825625219605,0.0311743747803947,1.0952978869702619,1.0954303341135438,425.056407121679,344.476527201689,465.664564837461,404.012108866056,357.751533567065,365.824847482454,A1S_2955,(),peptidylprolyl isomerase,WP_002009385.1,3825461,3826018,NZ_CP012004.1,Shared
3528,3550,gene-ACX60_RS18030_ACX60_RS18030,0.958862018986621,0.041137981013379,1.130655073656394,1.1307819108452475,527.009972145573,647.943944022224,650.508514238591,545.624600633539,549.765068532439,518.943288799853,A1S_2956,(),alpha/beta hydrolase,WP_000123589.1,3826162,3827232,NZ_CP012004.1,Shared
3529,3551,gene-ACX60_RS18035_ACX60_RS18035,0.863430083075577,0.136569916924423,1.3919283417144257,1.3941534481540785,210.654057144959,106.623686990999,67.5391353581051,108.291905469252,73.4367554779852,94.2847545057872,A1S_3864,(),hypothetical protein,WP_001274775.1,3827443,3827769,NZ_CP012004.1,Shared
3530,3552,gene-ACX60_RS18040_ACX60_RS18040,0.946886161535535,0.0531138384644649,-1.23120881274958,-1.23210859217993,71.2175638034559,93.295726117124,238.164319420686,277.671552485262,84.2164627041114,134.261490416241,A1S_3865,(),hypothetical protein,WP_000733015.1,3827943,3828173,NZ_CP012004.1,Shared
3531,3553,gene-ACX60_RS18045_ACX60_RS18045,0.294898355608346,0.705101644391654,1.7079223889772466,1.7086686243282423,1165.71907067762,832.484940737414,542.090428532159,592.828764556034,460.158752215265,433.709870726621,A1S_2957,(),MBL fold metallo-hydrolase,WP_001235986.1,3828565,3829431,NZ_CP012004.1,Shared
3532,3554,gene-ACX60_RS18050_ACX60_RS18050,0.946017891512933,0.0539821084870673,-1.17619236420418,-1.17687194451177,162.67590889842,120.976875624403,122.63685104498,120.787125331089,209.530559207829,147.838495065074,A1S_2958,(),LysR family transcriptional regulator,WP_000380238.1,3829539,3830432,NZ_CP012004.1,Shared
3533,3555,gene-ACX60_RS18055_grpE,0.0057140340304323,0.994285965969568,-1.91342729189449,-1.9142129654396,293.86615801005,744.315353417935,783.809439287483,957.966856074153,1344.76847645925,1184.97079462873,A1S_2959,grpE,nucleotide exchange factor GrpE,WP_001262789.1,3830596,3831150,NZ_CP012004.1,Shared
3534,3556,gene-ACX60_RS18060_dnaK,0.951170948426977,0.048829051573023,-1.32821291474347,-1.32822477343359,7297.92614343835,15189.7744851792,20887.3662823277,17192.034172125,22167.794178827,18252.0199162483,A1S_2960,dnaK,molecular chaperone DnaK,WP_001062605.1,3831304,3833244,NZ_CP012004.1,Shared
3535,3557,gene-ACX60_RS18065_ACX60_RS18065,0.968887671462549,0.0311123285374508,1.2169331410625466,1.2204081308379429,38.2325868839605,42.0343381406823,39.1016046810082,18.048650911542,45.8137557110366,33.9425116220834,A1S_3866,(),matrixin family metalloprotease,WP_000714217.1,3833575,3834492,NZ_CP012004.1,Shared
3536,3558,gene-ACX60_RS18070_ACX60_RS18070,0.961305680287553,0.0386943197124468,1.0216181500322377,1.0217223335928993,150.681371836786,108.674142510057,72.8711723600607,99.9617588946942,122.619169697186,102.581812902296,A1S_3868,(),M57 family metalloprotease,WP_001241361.1,3834679,3835584,NZ_CP012004.1,Shared
3537,3559,gene-ACX60_RS18075_ACX60_RS18075,0.978557102618474,0.0214428973815265,-1.09318534283156,-1.0932656445609,463.288994005639,754.567631013223,600.742835553671,880.21882137828,511.362361539365,596.633926512621,A1S_2961,(),hypothetical protein,WP_001985173.1,3835686,3836072,NZ_CP012004.1,Shared
3538,3560,gene-ACX60_RS18080_ACX60_RS18080,0.975830047165168,0.0241699528348321,1.1228204257756889,1.1228546434684525,1826.16826763388,2065.8339354506,2424.29949022251,2133.90588084924,1680.28686387243,1811.02156454716,A1S_2962,(),lytic murein transglycosylase,WP_001252445.1,3836122,3837414,NZ_CP012004.1,Shared
3539,3561,gene-ACX60_RS18085_ACX60_RS18085,,,-1.3016156143187,-1.301851724001,568.990851861295,750.466719975108,682.500736250325,855.228381654606,886.630919348885,864.402629309057,A1S_2963,(),5-(carboxyamino)imidazole ribonucleotide synthase,WP_000361796.1,3838103,3839224,NZ_CP012004.1,Shared
3540,3562,gene-ACX60_RS18090_purE,0.553920499407541,0.446079500592459,-1.18857751480754,-1.18899809056311,209.904398578607,263.483534198911,229.277591084094,267.953048148278,287.683436597245,279.837151373176,A1S_2964,purE,5-(carboxyamino)imidazole ribonucleotide mutase,WP_000994663.1,3839234,3839746,NZ_CP012004.1,Shared
3541,3563,gene-ACX60_RS18095_ACX60_RS18095,0.91749082906396,0.0825091709360401,-1.16461919499777,-1.16534278318549,99.7045893248382,119.951647864874,136.855616383529,123.563840855941,119.924242890655,171.975392218556,A1S_2965,(),DMT family protein,WP_002018080.1,3839930,3840292,NZ_CP012004.1,Shared
3542,3564,gene-ACX60_RS18100_mpl,0.932111235356332,0.0678887646436678,1.1473929322774523,1.147461618249306,1386.11868918516,1111.34689132926,1361.44678116601,1364.75568046506,932.444675059922,1065.79486493342,A1S_2966,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,WP_000550105.1,3840534,3841907,NZ_CP012004.1,Shared
3543,3565,gene-ACX60_RS18105_ACX60_RS18105,,,1.1775818977386996,1.1777052487512267,855.360424207823,870.418367839981,931.329129674923,792.752282345422,699.333506294941,764.083650514899,A1S_3870,(),low temperature requirement protein A,WP_049594871.1,3841978,3843228,NZ_CP012004.1,Shared
3544,3566,gene-ACX60_RS18110_ACX60_RS18110,1.0,7.446813215029449e-18,1.0227258654783458,1.022944390724364,53.975416777356,52.2866157359706,60.4297526888309,44.4274483976419,55.91973123553,62.6050769918427,A1S_2968,(),undecaprenyl-diphosphatase,WP_000051334.1,3843364,3843960,NZ_CP012004.1,Shared
3545,3567,gene-ACX60_RS18115_ACX60_RS18115,0.907799022724486,0.0922009772755141,1.246495483940696,1.2475279885849082,226.396887038354,149.68325289121,90.6446290332463,115.233694281384,137.44126713311,121.438763803454,A1S_2969,(),TerC family protein,WP_000447689.1,3844278,3845234,NZ_CP012004.1,Shared
3546,3568,gene-ACX60_RS18120_ACX60_RS18120,,,-1.58449290374062,-1.59189636166631,31.485659786791,31.7820605453939,60.4297526888309,68.0295303588891,70.0680969698207,58.8336868116112,A1S_3871,(),hypothetical protein,WP_001256729.1,3845423,3845788,NZ_CP012004.1,Shared
3547,3569,gene-ACX60_RS18125_ACX60_RS18125,,,-1.74154199410045,-1.74443729459969,99.7045893248382,109.699370269585,191.953332070404,220.748884225783,248.606997902537,230.809079030167,A1S_2970,(),glutathionylspermidine synthase family protein,WP_000823190.1,3845810,3846970,NZ_CP012004.1,Shared
3548,3570,gene-ACX60_RS18130_ACX60_RS18130,0.922822762158721,0.0771772378412785,-1.26696663752343,-1.27256224778682,35.983611184904,17.4288719119902,21.3281480078227,16.6602931491157,37.7289752914419,40.7310139465001,A1S_2971,(),aromatic ring-hydroxylating dioxygenase subunit alpha,WP_000991556.1,3847260,3848315,NZ_CP012004.1,Shared
3549,3571,gene-ACX60_RS18135_guaD,0.682319018484717,0.317680981515283,-1.23657391538523,-1.23677933049825,625.964902904059,491.084096814312,687.832773252281,791.363924582996,666.994384616563,773.889264983501,A1S_2973,guaD,guanine deaminase,WP_049594872.1,3848372,3849697,NZ_CP012004.1,Shared
3550,3572,gene-ACX60_RS18145_hpt,0.466515173935464,0.533484826064536,-1.32821908585653,-1.32880562055687,193.411910118859,328.072883049227,355.469133463711,406.788824390909,374.594826107888,383.927520347565,A1S_2974,hpt,hypoxanthine phosphoribosyltransferase,WP_000214980.1,3849911,3850438,NZ_CP012004.1,Shared
3551,3573,gene-ACX60_RS18150_ACX60_RS18150,0.0179471020363879,0.982052897963612,2.4591788940148285,2.4606579375322943,1310.40317398359,1731.6096858442,762.48129127966,859.393454941885,205.488168998032,481.229386997538,A1S_2975,(),GlsB/YeaQ/YmgE family stress response membrane protein,WP_000269732.1,3850611,3850862,NZ_CP012004.1,Shared
3552,3574,gene-ACX60_RS18155_ACX60_RS18155,0.967694267817502,0.0323057321824985,-1.10905732192319,-1.10930273286215,176.919421659111,270.660128515613,248.828393424598,331.817505219888,200.098315384969,240.614693498769,A1S_2976,(),DsbC family protein,WP_000592160.1,3850915,3851613,NZ_CP012004.1,Shared
3553,3575,gene-ACX60_RS18160_dmeF,0.96843184061171,0.0315681593882905,-1.22930565602271,-1.23272169530175,32.2353183531432,33.8325160644516,39.1016046810082,38.8740173479367,54.5722678322642,36.2053457302223,A1S_3873,dmeF,CDF family Co(II)/Ni(II) efflux transporter DmeF,WP_001154530.1,3851709,3852695,NZ_CP012004.1,Shared
3554,3576,gene-ACX60_RS18165_ACX60_RS18165,0.955201311649475,0.0447986883505253,1.1637940872674999,1.1664229084984457,48.7278068128909,42.0343381406823,23.1054936751412,23.6020819612473,37.055243589809,36.9596237662686,A1S_2978,(),metal/formaldehyde-sensitive transcriptional repressor,WP_000018128.1,3852753,3853016,NZ_CP012004.1,Shared
3555,3577,gene-ACX60_RS18170_mnmE,0.977032256535844,0.0229677434641557,-1.11027552746317,-1.11042015571416,498.522946624191,344.476527201689,351.914442129074,440.10941068914,443.989191376076,442.761207159177,A1S_2979,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,WP_000556121.1,3853063,3854418,NZ_CP012004.1,Shared
3556,3578,gene-ACX60_RS18175_yidC,0.986740533331569,0.0132594666684305,-1.06074010926185,-1.06074435967782,6199.67634373242,8226.42754245938,7969.6179722564,7994.16399605069,7856.38537274115,7905.58809580124,A1S_2980,yidC,membrane protein insertase YidC,WP_001188089.1,3854509,3856269,NZ_CP012004.1,Shared
3557,3579,gene-ACX60_RS18180_yidD,0.66606602753572,0.33393397246428,-1.64152647882265,-1.64417434664043,127.441956279868,118.926420105345,133.300925048892,116.62205204381,296.441948718472,211.197850092963,A1S_2982,yidD,membrane protein insertion efficiency factor YidD,WP_000251652.1,3856275,3856595,NZ_CP012004.1,Shared
3558,3580,gene-ACX60_RS18185_rnpA,0.978137113545011,0.0218628864549892,-1.01898785604291,-1.01901194924884,463.288994005639,396.763142937659,375.019935804215,310.992138783493,471.612191143024,475.949440745214,A1S_2983,rnpA,ribonuclease P protein component,WP_001240371.1,3856606,3856998,NZ_CP012004.1,Shared
3559,3581,gene-ACX60_RS18190_rpmH,0.242675350196023,0.757324649803977,-2.38564630072912,-2.39436419574782,97.4556136257817,84.0686762813645,67.5391353581051,133.282345192926,290.378363403776,172.729670254602,A1S_2984,rpmH,50S ribosomal protein L34,WP_000831329.1,3857028,3857162,NZ_CP012004.1,Shared
3560,3582,gene-ACX60_RS18205_ACX60_RS18205,0.545621609523249,0.454378390476751,4.098612614223852,4.103099543578412,3391.4553541772,631.540299869763,417.67623181986,327.652431932609,394.806777156874,359.790623194084,A1S_0631,(),hypothetical protein,WP_000730797.1,1131,2264,NZ_CP012005.1,Shared
3561,3583,gene-ACX60_RS18210_ACX60_RS18210,0.817179093400849,0.182820906599151,1.9058327027573172,1.9068615901386978,1433.34717886534,644.868260743638,552.754502536071,444.274483976419,497.213995805074,438.235538942899,A1S_0632,(),hypothetical protein,WP_000871696.1,2388,6122,NZ_CP012005.1,Shared
3562,3584,gene-ACX60_RS18220_ACX60_RS18220,,,-1.7660010125715,-1.77246015064987,55.4747339100604,64.5893488503166,65.7617896907865,84.6898235080048,117.229316084123,127.472988091824,A1S_3524,(),hypothetical protein,WP_000994247.1,6576,7229,NZ_CP012005.1,Shared
3563,3585,gene-ACX60_RS18225_ACX60_RS18225,0.859310206505161,0.140689793494839,1.5246700874460115,1.546225417082998,35.2339526185519,11.2775053548172,12.4414196712299,6.94178881213154,16.8432925408223,14.3312826848797,,(),hypothetical protein,WP_000236940.1,7223,7765,NZ_CP012005.1,Shared
3564,3586,gene-ACX60_RS18230_ACX60_RS18230,0.701070473010406,0.298929526989594,1.2198861170413808,1.220142599423519,526.260313579221,643.843032984109,469.219256172098,535.906096296555,392.785582051976,414.852919825464,,(),hypothetical protein,WP_031967228.1,7869,8363,NZ_CP012005.1,Shared
3565,3587,gene-ACX60_RS18235_ACX60_RS18235,,,1.5320103743557054,1.5327896461840544,577.237096091169,525.941840638293,536.758391530203,388.740173479366,302.505534033168,378.647574095241,A1S_3525,(),hypothetical protein,WP_001217962.1,8394,9887,NZ_CP012005.1,Shared
3566,3588,gene-ACX60_RS18240_ACX60_RS18240,0.957305345476604,0.0426946545233963,1.3342391171998924,1.3346079181090045,1024.78326020341,445.974075395043,424.785614489135,381.798384667235,575.366873194489,463.126714132427,A1S_3526,(),hypothetical protein,WP_000123889.1,9891,10427,NZ_CP012005.1,Shared
3567,3589,gene-ACX60_RS18245_ACX60_RS18245,0.978621730287766,0.021378269712234,-1.05206558793562,-1.05211476219972,592.979925984564,506.462513207245,559.863885205345,512.304014335308,584.79911701735,648.679110999816,A1S_3527,(),hypothetical protein,WP_000287492.1,10430,10999,NZ_CP012005.1,Shared
3568,3590,gene-ACX60_RS18250_ACX60_RS18250,0.951183585021417,0.0488164149785826,2.809865459145857,2.810936203190546,5625.43788190666,1159.53259602711,661.172588242502,781.645420246012,1018.0086011673,849.317068588131,A1S_0633,(),DotA/TraY family protein,WP_000021505.1,11333,13987,NZ_CP012005.1,Shared
3569,3591,gene-ACX60_RS18255_ACX60_RS18255,0.0020994928801979,0.997900507119802,1.9463231783456747,1.9469509689501991,1638.75362604584,1904.87317720458,1055.74332638722,1001.00594670937,575.366873194489,785.957713560242,,(),hypothetical protein,WP_000069169.1,14039,14398,NZ_CP012005.1,Shared
3570,3592,gene-ACX60_RS18260_ACX60_RS18260,0.951566678718622,0.0484333212813777,1.9508273903847622,1.951885933956357,1952.11090678104,495.185007852428,300.371417776836,370.691522567825,594.23136084021,442.761207159177,A1S_0634,(),M23 family metallopeptidase,WP_000986576.1,14671,16506,NZ_CP012005.1,Shared
3571,3593,gene-ACX60_RS18265_ACX60_RS18265,0.891520642900395,0.108479357099605,1.8194536336169616,1.8225635668871278,497.773288057839,151.733708410268,103.086048704476,152.719353866894,132.72514522168,127.472988091824,,(),hypothetical protein,WP_000956387.1,16521,16862,NZ_CP012005.1,Shared
3572,3594,gene-ACX60_RS18270_ACX60_RS18270,0.863998478742415,0.136001521257585,2.6270442062191774,2.631106711105867,1123.7381909619,332.173794087343,195.508023405041,198.535160026962,189.992339860475,239.106137426676,,(),hypothetical protein,WP_000734955.1,16876,17271,NZ_CP012005.1,Shared
3573,3595,gene-ACX60_RS18275_ACX60_RS18275,0.714283691612498,0.285716308387502,2.3263661251279335,2.342293671490834,189.663617287098,76.8920819646627,39.1016046810082,36.097301823084,37.055243589809,57.3251307395186,A1S_3528,(),hypothetical protein,WP_046882707.1,17282,17542,NZ_CP012005.1,Shared
3574,3596,gene-ACX60_RS18280_ACX60_RS18280,0.881876969636436,0.118123030363564,1.4339791339315442,1.4351526476855119,433.302651351553,222.474423817757,175.957221064537,188.816655689978,208.183095804563,182.535284723204,A1S_0635,(),hypothetical protein,WP_031967041.1,17566,19224,NZ_CP012005.1,Shared
3575,3597,gene-ACX60_RS18285_umuD,0.842791406461474,0.157208593538526,1.24847189087352,1.2516471259394781,62.971319573582,65.6145766098455,24.8828393424598,48.5925216849208,37.055243589809,36.9596237662686,A1S_0636,umuD,translesion error-prone DNA polymerase V autoproteolytic subunit,WP_001082459.1,19506,20009,NZ_CP012005.1,Shared
3576,3598,gene-ACX60_RS18290_ACX60_RS18290,0.685579134891063,0.314420865108937,1.3054203041007986,1.3062563087803494,319.354549266023,234.777156932103,193.730677737722,190.205013452404,202.7932421915,179.518172579019,A1S_0637,(),Y-family DNA polymerase,WP_001076471.1,20006,21301,NZ_CP012005.1,Shared
3577,3599,gene-ACX60_RS18295_ACX60_RS18295,0.977800928619376,0.0221990713806243,1.0839642767667326,1.084096088435843,398.818357299353,313.719694415824,369.687898802259,305.438707733788,343.603167832775,349.230730689436,A1S_0638,(),Abi family protein,WP_001279078.1,21509,22504,NZ_CP012005.1,Shared
3578,3600,gene-ACX60_RS18300_ACX60_RS18300,0.986081056097883,0.0139189439021172,-1.00142358267742,-1.00142404990836,1107.9953610685,1957.15979294055,1709.80653196045,1700.73825897223,1515.89632867401,1565.12692479607,A1S_3529,(),ParB/RepB/Spo0J family partition protein,WP_000096589.1,22560,23441,NZ_CP012005.1,Shared
3579,3601,gene-ACX60_RS18305_ACX60_RS18305,0.939061800919507,0.0609381990804929,1.2135082145332154,1.213628681867622,901.839255321657,1230.2733114346,1238.80993012103,948.248351737169,919.643772728897,909.659311471835,A1S_0639,(),AAA family ATPase,WP_000998563.1,23445,24329,NZ_CP012005.1,Shared
3580,3602,gene-ACX60_RS18310_ACX60_RS18310,0.621331235866644,0.378668764133356,1.4923272893834474,1.4950929968957105,193.411910118859,104.573231471941,119.082159710343,102.738474419547,78.1528773894154,98.0561446860187,,(),hypothetical protein,WP_001177225.1,24463,25110,NZ_CP012005.1,Shared
3581,3603,gene-ACX60_RS18315_ACX60_RS18315,0.689565587982412,0.310434412017588,1.863057808028122,1.8671952999902064,330.599427761306,158.91030272697,120.859505377662,109.680263231678,113.860657575959,103.336090938343,A1S_3530,(),hypothetical protein,WP_001085265.1,25127,25735,NZ_CP012005.1,Shared
3582,3604,gene-ACX60_RS18320_ACX60_RS18320,0.890792961223393,0.109207038776607,2.137024840086156,2.1385220951129016,1557.04084231345,499.285918890543,488.770058512602,341.536009556872,416.366191609127,432.201314654528,A1S_3532,(),hypothetical protein,WP_000444265.1,25728,26696,NZ_CP012005.1,Shared
3583,3605,gene-ACX60_RS18325_ACX60_RS18325,0.908683269054204,0.0913167309457959,3.1856325055839316,3.189313188992991,2198.74857511091,451.100214192688,318.144874450021,248.516039474309,370.55243589809,311.516828887121,A1S_3533,(),hypothetical protein,WP_000765384.1,26706,27563,NZ_CP012005.1,Shared
3584,3606,gene-ACX60_RS18330_ACX60_RS18330,0.95028017452568,0.0497198254743204,2.3472765991514417,2.3488866576871983,2355.42721547851,431.62088676164,293.262035107561,315.157212070772,550.438800234072,445.778319303362,A1S_0640,(),hypothetical protein,WP_000851072.1,27585,28529,NZ_CP012005.1,Shared
3585,3607,gene-ACX60_RS18335_ACX60_RS18335,0.566845999888667,0.433154000111333,3.9741077278848085,3.9830555123269638,1658.99440733735,259.382623160795,156.406418724033,130.505629668073,223.67892494212,166.695445966232,A1S_0641,(),hypothetical protein,WP_000069415.1,28611,29981,NZ_CP012005.1,Shared
3586,3608,gene-ACX60_RS18340_ACX60_RS18340,0.444466397582432,0.555533602417568,4.481952326660057,4.502988023106199,941.571159338322,139.430975295922,87.0899376986092,45.8158061600682,125.314096503718,88.2505302174168,A1S_3534,(),hypothetical protein,WP_001135704.1,30000,30749,NZ_CP012005.1,Shared
3587,3609,gene-ACX60_RS18345_ACX60_RS18345,0.5457373343477,0.4542626656523,4.909495910793775,4.914838421770599,4893.02146258059,457.251580749861,286.152652438287,298.496918921656,481.718166667517,366.579125518501,A1S_0642,(),ParM/StbA family protein,WP_000679487.1,30763,31821,NZ_CP012005.1,Shared
3588,3610,gene-ACX60_RS18350_ACX60_RS18350,0.243263775237511,0.756736224762489,5.115645436147253,5.184207669451081,399.568015865705,54.3370712550283,33.7695676790525,19.4370086739683,38.4027069930748,36.2053457302223,,(),hypothetical protein,WP_000389972.1,31837,32091,NZ_CP012005.1,Shared
3589,3611,gene-ACX60_RS18355_tadA,0.666260774373602,0.333739225626398,4.24303926007968,4.249123834520052,3071.35114634483,305.517872339593,172.4025297299,136.059060717778,397.501703963406,301.711214418519,A1S_0643,tadA,Flp pilus assembly complex ATPase component TadA,WP_001103687.1,32106,33395,NZ_CP012005.1,Shared
3590,3612,gene-ACX60_RS18360_ACX60_RS18360,0.299115736606045,0.700884263393955,6.851084000832363,6.866431138684079,3715.30785484134,252.206028844094,135.07827071621,93.0199700825627,310.590314452763,193.849455263898,A1S_0644,(),type IV secretory system conjugative DNA transfer family protein,WP_000774465.1,33408,34226,NZ_CP012005.1,Shared
